Identifier	Character	Dialogue	Filename	Line Number
filosof_d92372c9	snkw	{b}СОВСЕМ СТРАХ ПОТЕРЯЛ? СЕЙЧАС ДВОЙКУ ПОСТАВЛЮ ЗА ТАКИЕ ОТВЕТЫ!{/b}	game/code/2day.rpy	189
filosof_ac9cecc5	snkw	Сейчас родителям позвоню!	game/code/2day.rpy	191
filosof_a67b5561		Я спать хочу, а не зачёт по философии, отъебись.	game/code/2day.rpy	192
filosof_f694b983	snkw	Мячик бросай!	game/code/2day.rpy	193
filosof_12b56d4d		Забыл.	game/code/2day.rpy	194
filosof_2ff86333_3	snkw	Если ты компьютерщик...	game/code/2day.rpy	195
filosof_74b20b0d	snkw	Что такое материальная субстанция?	game/code/2day.rpy	196
filosof_947551e8	snkw	Я знаю, что ты учишься на программиста,{w} но ты не знаешь философию - самый важный предмет программиста!{w} Неправильно!{w} Следующий!	game/code/2day.rpy	207
filosof_b1769617		Говнозалупапенисхер, сука! Ебучие ответы mail.ru!	game/code/2day.rpy	208
filosof_fe49183b	snkw	Как правильно сесть на конус...	game/code/2day.rpy	209
filosof_91ea89f6	snkw	Неплохой ответ, но не правильно!{w} Следующий!	game/code/2day.rpy	214
filosof_fe49183b_1	snkw	Как правильно сесть на конус...	game/code/2day.rpy	215
filosof_8aee7c4c		Мне пизда.	game/code/2day.rpy	216
filosof_51978a24	snkw	Какой ты умный! Я не ожидала.{w} Следующий!	game/code/2day.rpy	222
filosof_fe49183b_2	snkw	Как правильно сесть на конус...	game/code/2day.rpy	223
filosof_2d1a6acd		Такое ощущение, что я сейчас лишаюсь девственности своих ушей.{w} С жопой уже давно всё понятно.	game/code/2day.rpy	224
filosof_7bee8e18	snkw	Киник!{w} Неправильно!{w} Следующий!	game/code/2day.rpy	229
filosof_fe49183b_3	snkw	Как правильно сесть на конус...	game/code/2day.rpy	230
filosof_83a58a29	snkw	Что такое познать пылесос?	game/code/2day.rpy	231
filosof_319a709d	snkw	Неплохой ответ, но неправильно!{w} Следующий!	game/code/2day.rpy	242
filosof_624b3d75	snkw	Как определить, что у вас есть гые...	game/code/2day.rpy	243
filosof_218b6bcc		Траханные ответы!	game/code/2day.rpy	244
filosof_d9d206a6	snkw	Молодец!	game/code/2day.rpy	250
filosof_624b3d75_1	snkw	Как определить, что у вас есть гые...	game/code/2day.rpy	251
filosof_8f122b97		Просто ааааааа, как я через это прохожу, ужас!	game/code/2day.rpy	252
filosof_9f93e155	snkw	{b}АХ ТЫ УБЛЮДОК! ПОШЛИ К ДИРЕКТОРУ!{/b}	game/code/2day.rpy	257
filosof_42805e51		Что я наделал?	game/code/2day.rpy	258
filosof_446f1c37	snkw	[anon] получает пятерку!{w} Молодец!{w} Умница, ты сдал зачёт! А теперь синквейн!	game/code/2day.rpy	261
filosof_891b45a5	snkw	[anon] получает четверку!{w} Молодец!{w}	game/code/2day.rpy	264
filosof_d2398735	snkw	[anon] получает тройку!{w} Почти нихрена не знает, тебе надо раcсказать синквейн!	game/code/2day.rpy	267
filosof_25c6b76e	snkw	[anon] тупой! Ты не знаешь самый важный предмет для программиста!	game/code/2day.rpy	270
filosof_b9f793c5	snkw	Что мне с тобой делать?	game/code/2day.rpy	271
potolok_44d5730c		Наконец-то прошла эта пара. Пора и на следующую.	game/code/2day.rpy	280
potolok_e158bc66		Так, что это сейчас у нас?	game/code/2day.rpy	281
potolok_b58b45f0		Чёрт, физ-ра.{w} Ладно, вспомню свои спортивные навыки.	game/code/2day.rpy	282
potolok_d0cc7a82		{b}ЧТО ЭТО БЫЛО ТОЛЬКО ЧТО???{/b}	game/code/2day.rpy	285
potolok_15102b53		Так, это было со стороны спортзала.{w} Надо бежать туда.	game/code/2day.rpy	286
potolok_132c6060		Народа-то уже...{w} Стоп, там кто-то есть!	game/code/2day.rpy	290
potolok_3fbb703a	anon	Там кто-то есть, посоны!	game/code/2day.rpy	291
potolok_1c7d5762	kits	Чего, гыебать?	game/code/2day.rpy	292
potolok_58546c53	anon	Я там кого-то вижу!	game/code/2day.rpy	293
potolok_6fa08caa	anon	Фомин?{w} Как так-то?!	game/code/2day.rpy	295
potolok_ea93b559	foma	Я прокладывал кабель наверху, чтобы сеть не падала и пинг был хотя бы меньше, чем до Москвы! Не стойте, спасите, парни!	game/code/2day.rpy	296
potolok_691ef00c	anon	Да помогите ему!	game/code/2day.rpy	297
potolok_c2d27231	kits	Мы же китята, у нас плавники.	game/code/2day.rpy	298
potolok_d4f750e1		Ох блять, инвалиды ебанные.	game/code/2day.rpy	299
potolok_1b4e770d	anon	Расступились, инвалиды.	game/code/2day.rpy	303
potolok_8231a8f1		Действовать надо быстро	game/code/2day.rpy	304
potolok_0f77f6c2	anon	Фомин, я тебя вытащу!	game/code/2day.rpy	305
potolok_3da7447e		Ебать сука он жирный!	game/code/2day.rpy	306
potolok_3f0bd141		Да вытаскивайся ты!	game/code/2day.rpy	307
potolok_b2792e5a	anon	Я не могу вас вытащить!	game/code/2day.rpy	308
potolok_b9592adb	foma	Блин, теперь я человек-бочка!	game/code/2day.rpy	309
potolok_d859b4d1	foma	Прыгну я отсюда, но за помощь спасибо!	game/code/2day.rpy	310
potolok_ef0e236d	anon	О, человек-бочка!{w} Так вам больше идёт!.	game/code/2day.rpy	312
potolok_64f47ee6	foma	Бляяяяяяяя!	game/code/2day.rpy	313
potolok_d0687cdd	foma	Ладно, тiкаю отсюда, а то ещё дирик увидит.	game/code/2day.rpy	314
potolok_762bcda8		Теперь Фомин - цэ бочка. Что не так с этим местом?	game/code/2day.rpy	316
potolok_24b92ee3		Ладно, щас физ-ра, пойду переоденусь.	game/code/2day.rpy	317
potolok_234deb1e	delite	Расставь конусы пока на начало пары.	game/code/2day.rpy	322
potolok_849a7163	anon	Хорошо.	game/code/2day.rpy	323
potolok_a98a365a		Ебучие конусы, ставить их ещё. А я один.	game/code/2day.rpy	325
potolok_b7520d79		Со мной говорит конус в ките, который я держу. {w} Я уже не удивляюсь.	game/code/2day.rpy	329
potolok_664dd76c	anon	Что тебе надо, конус ебанный?	game/code/2day.rpy	330
potolok_e722c7a1	con	Я знаю одну тайну.{w} Тебе надо будет сделать одно действие, чтобы я её сказал.	game/code/2day.rpy	331
potolok_012e59cd		Так, так как я в ките, выбор неборльшой. Надо выбрать.	game/code/2day.rpy	332
potolok_ad1de3ee	con	Ты нахуя сел, дебил?{w} Хоть бы жопу помыл, блять.	game/code/2day.rpy	340
potolok_36aecd00	anon	Я же китёнок, ты что думал?{w} Всегда так делаю. {w}А что, можно было не садиться?	game/code/2day.rpy	341
potolok_e4edd452		Я совсем еблан?	game/code/2day.rpy	342
potolok_ea1fc5c6	con	Да мне щекотно было, вот я и захотел, чтобы ты меня поставил на пол. {w}А теперь я из-за тебя воняю.	game/code/2day.rpy	343
potolok_aae78aaf	anon	Да иди нахуй, нормально выразиться не мог, загадками стал говорить. Вот я и поступил по-китовски.	game/code/2day.rpy	344
potolok_f6fe3e53	con	Иди просто нахуй, сука, пидор. Не буду тебе ничего говорить.	game/code/2day.rpy	345
potolok_b22b39ed	anon	Сейчас ещё раз сяду!	game/code/2day.rpy	346
potolok_a64438f9	con	{b}НИНАДА!{/b}{w} Я скажу.{w}{i} Электромагнитные волны, излучаемые микроволновками, в равной степени противодействуют волнам с Кольской Сверхглубокой.{/i}{w} Ты же видишь сны с Пахомом? {w}Это работа Сверхглубокой.{w} Это всё что я знаю, бля буду!	game/code/2day.rpy	347
potolok_fee8276d	anon	Так-то лучше! Спасибо, чтоли.	game/code/2day.rpy	348
potolok_2dedc8de	con	Иди нахуй.	game/code/2day.rpy	349
potolok_e7b06387		Кольская Сверхглубокая?{w} Пахом?{w} Да, я их выжу во снах. Это даже выглядит логично.{w} Неужели странности последних дней можно объяснить этим?{w} Либо я поехал с КИТом.	game/code/2day.rpy	351
potolok_c3068ecb	delite	Что тут было?	game/code/2day.rpy	353
potolok_95d6a5ab	anon	Да я конусы расставил.	game/code/2day.rpy	354
potolok_6db03b3b	delite	А, хорошо, молодец.	game/code/2day.rpy	355
potolok_a350855c	delite	Так, стоп, почему этот конус воняет говном???	game/code/2day.rpy	356
potolok_fdaf754b	anon	Не знаю...	game/code/2day.rpy	357
potolok_7bdd54fa	delite	Я знаю, что ты на него сел! Пошли к директору!	game/code/2day.rpy	358
potolok_e2014d1e	anon	Не надо!	game/code/2day.rpy	359
potolok_c8523e71	delite	Тогда удоли посты плз.	game/code/2day.rpy	360
potolok_3e2c1233		Но я не одмен же. Ладно, похуй, я же с ним знаком.	game/code/2day.rpy	361
potolok_849a7163_1	anon	Хорошо.	game/code/2day.rpy	365
potolok_418b719c	delite	Ну и отлично.	game/code/2day.rpy	366
potolok_68af7e29	centered	После пары физ-ры.	game/code/2day.rpy	369
potolok_63fcb423	delite	Может тогда конус почистишь? Воняет твоей жопой!	game/code/2day.rpy	372
potolok_8b345c91		Хоть бы вилку дала!	game/code/2day.rpy	373
potolok_b0729725	delite	На тебе вилку, чисти!	game/code/2day.rpy	377
potolok_b37e23b0	anon	Как я буду вилкой-то чистить?	game/code/2day.rpy	378
potolok_f843889f	delite	Чисти!	game/code/2day.rpy	379
potolok_329cccf1	anon	Покажите мне, как!	game/code/2day.rpy	380
potolok_923ba83c	delite	Чисти, чисти!{w} Вот как, блядь, нужно чистить, вот, быстро.{w} Быстро.{w} Раз-раз! Чисти, чисти, чисти-чис-чис-чиж-чж-чижь! {w}Чисти! Говно!{w} Чисти!	game/code/2day.rpy	382
potolok_ce8bb537		Пидорасы, блядь...{w} Суки, блядь.{w} Говно. Охуенно. Блядь.{w} Сука, блядь.	game/code/2day.rpy	383
potolok_c072c264	centered	Спустя чистку конуса.	game/code/2day.rpy	385
potolok_8567f72b		Ну нахуй эту пару. Пойду жрать нахуй.	game/code/2day.rpy	388
potolok_89c3f6b7	delite	Тогда у меня нет выбора.	game/code/2day.rpy	391
potolok_5b6b218f	con	Спасибо!{w} Хоть не сел на меня, это радует.	game/code/2day.rpy	397
potolok_3db30a73	anon	Так что ты хотел мне сказать?	game/code/2day.rpy	398
potolok_2be9036e	con	{i}Электромагнитные волны, излучаемые микроволновками, в равной степени противодействуют волнам с Кольской Сверхглубокой.{/i}{w} Ты же видишь сны с Пахомом? {w}Это работа Сверхглубокой.{w} Так что микроволновки - твои друзья на ближайшее время.{w} Пахом что-то готовит, и это не к добру, братан.	game/code/2day.rpy	399
potolok_91d396c4	con	Шавлюга идёт, я тiкаю.	game/code/2day.rpy	400
potolok_e7b06387_1		Кольская Сверхглубокая?{w} Пахом?{w} Да, я их выжу во снах. Это даже выглядит логично.{w} Неужели странности последних дней можно объяснить этим?{w} Либо я поехал с КИТом.	game/code/2day.rpy	402
potolok_8ff3a137	anon	А я конусы расставил!	game/code/2day.rpy	404
potolok_6db03b3b_1	delite	А, хорошо, молодец.	game/code/2day.rpy	405
potolok_c968604e	delite	Похоже, никого на паре не будет, давай я тебе посталю 5, а ты помоешь полы.	game/code/2day.rpy	406
potolok_e9b94763		Бля, полы мыть, ну и говно пиздец. {w}Ну хотя бы 5 халявная, не надо обижать свои мышцы.	game/code/2day.rpy	412
potolok_b29165d7	centered	Спустя весь пол спортзала и обиженные мышцы.	game/code/2day.rpy	414
potolok_0a13d1c6		Уф, бля, нихуёвая физра. {w}Хули я мышцы-то обидел.	game/code/2day.rpy	416
potolok_03129003	delite	О, молодец! Как всё чисто!	game/code/2day.rpy	418
potolok_ea672e92	delite	Слушай, ты мне так помог, не хочешь ли ты испытать райское удовольствие?	game/code/2day.rpy	419
potolok_47eaf1eb	anon	Баунти поесть чтоли?	game/code/2day.rpy	420
potolok_6c11677f	delite	Нет. Я говорю про плотские удовольствия.	game/code/2day.rpy	421
potolok_45e4e2d4		{b}ЩИТО?{/b}	game/code/2day.rpy	422
potolok_5ba8d660	delite	Ну сейчас мало времени до конца пары, могу тебе подрочить!	game/code/2day.rpy	423
potolok_4e3c7727		{b}ЩИТO?{/b}	game/code/2day.rpy	424
potolok_3c96d4fd		Похуй, я ж китёнок, когда мне ещё баба подрочит.	game/code/2day.rpy	429
potolok_b932b938	anon	Я всегда об этом мечтал!	game/code/2day.rpy	430
potolok_4fbe2379	delite	Подойди ко мне!	game/code/2day.rpy	431
potolok_adc5457d	centered	Слишком противные сцены, Женевская конвенция запретила данную сцену, как ОМП.	game/code/2day.rpy	433
potolok_a160604b		Ооооох, заебиииися!	game/code/2day.rpy	435
potolok_0f1805d2	anon	До свидания!	game/code/2day.rpy	436
potolok_38086a97	delite	До свидания!{w} Тебе 5 и я буду тебя ждать!	game/code/2day.rpy	437
potolok_60416319	anon	Вы прикалываетесь?	game/code/2day.rpy	441
potolok_b6478621		БЕЖАТЬ НАХУЙ ОТСЮДА!	game/code/2day.rpy	442
potolok_cba1315c		Уффф, убежал от похотливой суки. Пиздец, как на это можно было дрочить?	game/code/2day.rpy	446
potolok_ba7a61dc		Ладно, пойду за едой.	game/code/2day.rpy	447
potolok_0bcfb390	anon	Извините, у меня дела. До свидания!	game/code/2day.rpy	451
eat_5f7cc8c1		Сука, макароны с лобковыми волосами!	game/code/2day.rpy	459
eat_c222ea38		Заебало уже!	game/code/2day.rpy	460
eat_757dfb77	snkw	Ребята, на следующей паре у нас СНО!{w} Ждём вас всех!	game/code/2day.rpy	463
eat_09961fef	snkw	[anon], я тебя особенно жду, мой программист!	game/code/2day.rpy	465
eat_86542cb6	snkw	[anon], не придёшь, я скажу директору!	game/code/2day.rpy	467
eat_e39ce42d		Блядское СНО!{w} Заебало уже нахуй.	game/code/2day.rpy	468
eat_4a392f9c		Может, свалить? А то потом не выпустят.	game/code/2day.rpy	469
eat_3d6ba3fe		Да, точно, надо отсюда валить. Надеюсь, Маркович ещё не успел встать.	game/code/2day.rpy	474
eat_7023d055		Блять, встал, как теперь выйти?	game/code/2day.rpy	479
eat_5be5778f	anon	А можно выйти покурить?	game/code/2day.rpy	480
eat_3cfafcc4	general	Да, конечно, проходи.	game/code/2day.rpy	482
eat_ab6242b6	kit	Эй, как он выше...	game/code/2day.rpy	483
eat_3a45b3d3		Вот это да.{w} Из этого следует мудрая мысль - перед Марковичем надо покупать бахилы.	game/code/2day.rpy	484
eat_137bc15f	general	Э!{w} Нет! Не выпущу!{w} Пошёл на СНО!	game/code/2day.rpy	488
eat_14de7d9f		Надеюсь, Захарка не видела...	game/code/2day.rpy	489
eat_cae52726	snkw	Ах ты киник! Я тебе верила, а ты меня предал!{w} Мразь!{w} Урод!{w} Сволочь!{w} Ублюдок!{w} Разве я заслужила такого отношения?	game/code/2day.rpy	495
eat_e2908a85		Вспомнишь говно, вот и оно.{w} Теперь ещё и испортил отношения с Захаркой. Ну йобана.{w} И всё равно идти на СНО...	game/code/2day.rpy	496
eat_aec0e9bf		Блять, Захарка идёт, лучше на СНО пойду, пока она не увидела, а то к дирику поведёт.	game/code/2day.rpy	499
eat_5890707e	snkw	Свалить хотел?	game/code/2day.rpy	503
eat_431ddc0a	pidor	Отвечай!	game/code/2day.rpy	504
eat_98cbc3ac	anon	Я на СНО шёл! Я просто был в столовой, сами видели!	game/code/2day.rpy	505
eat_d43d4d80	snkw	Ну хорошо. Но если свалишь - пеняй на себя!	game/code/2day.rpy	506
eat_48b23172	pidor	Отчислю тебя!	game/code/2day.rpy	507
eat_5c32dcbb		Ох, сколько я уже должен быть отчислен...	game/code/2day.rpy	508
eat_fb1dd36f	centered	Через 10 минут.	game/code/2day.rpy	510
eat_db1de590		Потушу пердак. Вдруг Маркович не выпустит или Захарка заметит.{w} Узнал бы раньше...	game/code/2day.rpy	513
sno_62f31350	snkw	Здравствуйте, дорогие студенты!{w} Рада приветствовать вас на 13 ежегодном межгалактическом студентческом обществе!	game/code/2day.rpy	521
sno_25397fdc	snkw	Представляю вам Алексея Гусельникова, выпускника нашего колледжа!{w} Он стал рок-звездой и руководит группой Yeblo!	game/code/2day.rpy	523
sno_5c47fda7	goose	Yllo!	game/code/2day.rpy	524
sno_960d2b66	snkw	Прости меня, зайчик! Да, группа Yllo, аплодисменты!	game/code/2day.rpy	525
sno_4ea0d39e		Ну нахуй это ебучее СНО и ебучего гуся.	game/code/2day.rpy	531
sno_7f78f1c4		Пауза	game/code/2day.rpy	535
sno_365a575a	snkw	Отличное выступление! Следующий - Русская Зима!	game/code/2day.rpy	539
sno_9dd7bf6d		Бляяять, мне уже гуся хватило... Может всё же свалить?	game/code/2day.rpy	541
sno_9a82faee		Ну нахуй это ебучее СНО и ебучую русскую зиму!	game/code/2day.rpy	547
sno_7f78f1c4_1		Пауза	game/code/2day.rpy	551
sno_cc7b4008	snkw	Это было замечательно!{w} Хорошее выступление!	game/code/2day.rpy	556
sno_c713f6dc	snkw	И последнее - МС Кит! Хороший репер, уважающий наше заведение!	game/code/2day.rpy	557
sno_8edd61f2		Я просто уже в ахуе, нахуй надо. {w}Валить, только валить!	game/code/2day.rpy	562
sno_7f78f1c4_2		Пауза	game/code/2day.rpy	566
sno_f1329ebd		Ох, ну и СНО... Надеюсь, это всё?	game/code/2day.rpy	570
sno_735da478	snkw	На этом 13 ежегодное межгалактическое СНО закончена! Всем спасибо!	game/code/2day.rpy	573
sno_0d8d020b		Я выдержал, охуеть!	game/code/2day.rpy	575
sno_d18fa839		Ладно, ну нахер, надо идти домой.	game/code/2day.rpy	576
hardhome_a7972930		Хорошо, что никого в гардеробе не было, изи куртку взял.	game/code/2day.rpy	582
hardhome_48736f84	general	Э!{w} Куда пошёл?	game/code/2day.rpy	585
hardhome_3acc9f43	anon	Домой.	game/code/2day.rpy	586
hardhome_79d933c0	general	Ладно, иди! Только тихо, э!	game/code/2day.rpy	588
hardhome_ab65552f	anon	Спасибо!	game/code/2day.rpy	589
hardhome_cd8d179a	general	Выпущу, если отгадаешь мои загадки!	game/code/2day.rpy	593
hardhome_acaf5487		О, шарады я последнее время полюбил.	game/code/2day.rpy	594
hardhome_41bd0670	anon	Давайте.	game/code/2day.rpy	595
hardhome_131c46b0	general	Какой самый известный самолёт на тихоокеанском театре военных действий?	game/code/2day.rpy	596
hardhome_ceb12328	general	Идиот, блядь.{w} Скотина блядь.{w} Это знать надо, если ты учился в шестом училище!{w} Это классика, блядь!	game/code/2day.rpy	599
hardhome_2538f9af	general	Чай неси!	game/code/2day.rpy	600
hardhome_5f041f4d		Похоже, не знаю я этих шарад. Ладно, пойду чай принесу.	game/code/2day.rpy	601
hardhome_df0e16fd		О!{w} Спизжу этот чай!	game/code/2day.rpy	605
hardhome_a45ece52	kit	Чай сука спиздили!	game/code/2day.rpy	606
hardhome_4f49c09b	anon	Вот!	game/code/2day.rpy	611
hardhome_f6ecb4d1	general	Ладно, проходи. Марш отсюда!	game/code/2day.rpy	612
hardhome_c3748502		С радостью!	game/code/2day.rpy	613
hardhome_e4d28e4b	general	Правильно.{w} Проходи	game/code/2day.rpy	618
hardhome_327538d9		Это было просто. Ну и хорошо, норм способ свалить домой.	game/code/2day.rpy	619
hardhome_d0177a42	general	Отец твой тандерболт, а мамка твоя лайтнинг. Не правильно! Это знfть надо!	game/code/2day.rpy	623
hardhome_cfc4bd58	general	Постоишь, не развалишься.	game/code/2day.rpy	624
hardhome_bd0dc072	general	Все, иди уже.	game/code/2day.rpy	628
hardhome_78a1eb8c	anon	Спасибо.	game/code/2day.rpy	629
easyhome_30485bde		Ну и ебучее это СНО было!{w} То Гусь, то русская зима, то репер! Да я лучше реп зачитаю!	game/code/2day.rpy	636
easyhome_d65a36ea		Ну ладно, хоть Захарку не обидил.	game/code/2day.rpy	637
easyhome_05ed1b7a		И даже улучшил отношение!	game/code/2day.rpy	639
easyhome_85eaf151		Прощай, шарага ебанная! Я иду домой нахуй.	game/code/2day.rpy	641
homeday2_df813877		Эх, народа сколько. Опять толкаться, ненавижу.	game/code/2day.rpy	647
homeday2_cf27a33f		Нихуя себе, смс.	game/code/2day.rpy	649
homeday2_e8348b7f		{#l}{color=#000}Привет!{/color}	game/code/2day.rpy	652
homeday2_642bb4a4		{#l}{color=#000}Я узнал про Кольскую Сверхглубокую!{/color}	game/code/2day.rpy	653
homeday2_19855ce4		{#r}{color=#FFF}Ты кто, блять?{/color}	game/code/2day.rpy	654
homeday2_8ea3d08b		{#l}{color=#000}Я бахильник!{/color}	game/code/2day.rpy	655
homeday2_020f2415		{#r}{color=#FFF}БАХИЛЬНИК???{/color}	game/code/2day.rpy	656
homeday2_35c6a514		{#l}{color=#000}Нет времени объяснять!{/color}	game/code/2day.rpy	658
homeday2_219344a4		{#l}{size=16}{color=#000}Я тебе на флешку скинул данные про скважину.{/color}	game/code/2day.rpy	659
homeday2_c7154a49		{#r}{color=#FFF}Пиздец. Что дальше?{/color}	game/code/2day.rpy	660
homeday2_06b01200		{#r}{color=#FFF}Эй!{/color}	game/code/2day.rpy	661
homeday2_26a4084f		{#r}{color=#FFF}Да ответь ты!{/color}	game/code/2day.rpy	662
homeday2_9cbd5e3b		Не отвечает. Похоже, в ките кто-то остался и бахильником воспользовался.	game/code/2day.rpy	666
homeday2_76f8e7d5		{b}ХОТЯ БЛЯТЬ ЧТО?{w} БАХИЛЬНИК МНЕ ПИШЕТ СМС ПРО СКВАЖИНУ И СКИДЫВАЕТ ФАЙЛЫ! {w}Я ЁБНУСЛЯ!{/b}{w} Да похуй. Я ж китёнок.	game/code/2day.rpy	667
homeday2_926fe23a	centered	{b}Дома.	game/code/2day.rpy	670
homeday2_225196e2		Так, вот момент истины, как раз родаки уже спят. Узнаю про свои сны и Кольскую сверхглубокую.{w} Странная дичь.	game/code/2day.rpy	672
homeday2_fc18e570		Начнем с подслушки.	game/code/2day.rpy	673
homeday2_b09cb22e		Выглядит, как стёб. {w}Но я ничему не удивлюсь. Надо бы вставить флешку.	game/code/2day.rpy	679
homeday2_04563b22		Что за ромбики?{w} Кодировка полетела чтоли? Сразу видно, cайт делали в КИТе.{w} Ладно, ща будет все окей.	game/code/2day.rpy	683
homeday2_fe6448da		Хацкер-mode on, сука.	game/code/2day.rpy	687
homeday2_7793cd70		Так-то лучше.	game/code/2day.rpy	692
homeday2_735f8a7c		Тааак. {w}Да это выглядит бредом! Я прям в РЕН ТВ попал!	game/code/2day.rpy	693
homeday2_c2b8dd24		ДП - клон? Советское оружие Вьетнаму? Да бред же!{w} Как и последние события.	game/code/2day.rpy	694
homeday2_a534f37b		Ладно, и так много времени провёл за этим, надо спать. Переварю всё завтра.	game/code/2day.rpy	695
homeday2_5774a6c5		Подслушка ничего не дала, попробую в гугле что-то найти.	game/code/2day.rpy	698
homeday2_2bd0a9bd		Это уже интереснее, но почему тут всё зачёркнуто?	game/code/2day.rpy	703
homeday2_0af4025b		ВТФ? {w} Куда всё делось? Я страницу не обновлял!{w} Ладно, попробую обновить.	game/code/2day.rpy	705
homeday2_b2f89ccd		Похоже, начитался. {w}Но это имеет отношение к моим снам! Сука пиздец.	game/code/2day.rpy	707
homeday2_a20d9e9b		Пойду спать чтоли, завтра всё выясню.	game/code/2day.rpy	708
goout_308f420c	snkw	Валерий Иванович, я вам тут одного киника привела, отчислите его, он говорил гадости на официальном сайте 'Подслушано в стенах СПбКИТ'	game/code/otchislen.rpy	6
goout_98f756ef	pidor	С удовольствием отчислю этого студента.	game/code/otchislen.rpy	7
goout_7f545473	centered	Спустя 5 минут	game/code/otchislen.rpy	9
goout_0b44f2a1	pidor	Приказ напечатан, ты ОТЧИСЛЕЕН! Можешь завтра не приходить!	game/code/otchislen.rpy	13
goout_271e1640	snkw	Иди отсюда, киник! Желаю, чтобы ты сдох от СПИДа.	game/code/otchislen.rpy	14
goout_9fbff95c	centered	Вы были отчислены, но вы можете поступить сюда ещё раз!	game/code/otchislen.rpy	16
goout_e1e777f0		Что, опять заново?	game/code/otchislen.rpy	20
goout_898e624c	centered	Мудрое решение.	game/code/otchislen.rpy	24
goout_0c329fec	centered	КОНЕЦ ИГРЫ!	game/code/otchislen.rpy	25
pidorotch_606c1cdb	pidor	Отчислен, можешь даже не приходить завтра. Пошли в кабинет.	game/code/otchislen.rpy	32
pidorotch_5dfab375	pidor	Отчислен! Вот твои документы, катись отсюда.	game/code/otchislen.rpy	35
pidorotch_5f792563	centered	Вы были отчислены за тормознутость.	game/code/otchislen.rpy	37
delite_d556a829	snkw	Валерий Иванович, он присел на конус, он ненормальный	game/code/otchislen.rpy	46
delite_6a625675	pidor	Ненормальные нам не нужны, отчислен.	game/code/otchislen.rpy	47
delite_9fbff95c	centered	Вы были отчислены, но вы можете поступить сюда ещё раз!	game/code/otchislen.rpy	49
delite_e1e777f0		Что, опять заново?	game/code/otchislen.rpy	53
delite_898e624c	centered	Мудрое решение.	game/code/otchislen.rpy	57
delite_0c329fec	centered	КОНЕЦ ИГРЫ!	game/code/otchislen.rpy	58
slowmoodle_356646ab	snkw	Будет ответ или нет?	game/code/cinquain.rpy	2
slowmoodle_d8b9be2a	anon	Я не знаю.	game/code/cinquain.rpy	3
slowmoodle_9ea1f603	snkw	Сука!{w} Мразь!{w} Поганец!{w} Урод!	game/code/cinquain.rpy	4
slowmoodle_785560c7		Что делать-то?	game/code/cinquain.rpy	5
slowmoodle_0a2c1d2f	anon	Я расскажу синквейн!	game/code/cinquain.rpy	9
slowmoodle_a77eb4f1	snkw	Ну рискни!	game/code/cinquain.rpy	10
slowmoodle_c387d95e		На какую тему синквейн-то сделать?{w} Точно! Конфуций!	game/code/cinquain.rpy	11
slowmoodle_6ce14f7a	anon	На тему Конфуций.	game/code/cinquain.rpy	12
slowmoodle_df74a5f8	snkw	Неправильно! К директору!	game/code/cinquain.rpy	16
slowmoodle_91f2e7bd		Вроде правильно, если молчит.	game/code/cinquain.rpy	19
slowmoodle_df74a5f8_1	snkw	Неправильно! К директору!	game/code/cinquain.rpy	23
slowmoodle_df74a5f8_2	snkw	Неправильно! К директору!	game/code/cinquain.rpy	26
slowmoodle_df74a5f8_3	snkw	Неправильно! К директору!	game/code/cinquain.rpy	35
slowmoodle_087ac04c	snkw	Неплохо, хороший синквейн. Я довольна. Удачной учёбы, [anon].	game/code/cinquain.rpy	38
slowmoodle_ab65552f	anon	Спасибо!	game/code/cinquain.rpy	39
slowmoodle_05fe59f1		Ебать я молодец. Выкрутился.	game/code/cinquain.rpy	40
slowmoodle_df74a5f8_4	snkw	Неправильно! К директору!	game/code/cinquain.rpy	43
slowmoodle_df74a5f8_5	snkw	Неправильно! К директору!	game/code/cinquain.rpy	46
slowmoodle_df74a5f8_6	snkw	Неправильно! К директору!	game/code/cinquain.rpy	49
slowmoodle_df74a5f8_7	snkw	Неправильно! К директору!	game/code/cinquain.rpy	52
slowmoodle_52b05ec2	snkw	Пошли к директору!{w} Тебе нечего здесь делать!	game/code/cinquain.rpy	55
slowmoodle_57c8c890		Мне похоже пизда.	game/code/cinquain.rpy	56
dop_6c770ba3	snkw	Расскажешь синквейн на тему Конфуций!	game/code/cinquain.rpy	60
dop_ce8a70b7	anon	Попробую..	game/code/cinquain.rpy	61
dop_aecfa405	snkw	Эх, неправильно!	game/code/cinquain.rpy	65
dop_91f2e7bd		Вроде правильно, если молчит.	game/code/cinquain.rpy	68
dop_aecfa405_1	snkw	Эх, неправильно!	game/code/cinquain.rpy	73
dop_aecfa405_2	snkw	Эх, неправильно!	game/code/cinquain.rpy	76
dop_aecfa405_3	snkw	Эх, неправильно!	game/code/cinquain.rpy	87
dop_087ac04c	snkw	Неплохо, хороший синквейн. Я довольна. Удачной учёбы, [anon].	game/code/cinquain.rpy	91
dop_ab65552f	anon	Спасибо!	game/code/cinquain.rpy	92
dop_e6a85c6b		Ебать я молодец.	game/code/cinquain.rpy	93
dop_aecfa405_4	snkw	Эх, неправильно!	game/code/cinquain.rpy	96
dop_aecfa405_5	snkw	Эх, неправильно!	game/code/cinquain.rpy	99
